Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
2428,P,Por,Sommer,Inter,34,6.16,5.68,0,19,1,0,0,0,0,1,0,0
